step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
69,36538,138,0.03535431378690357,1.0,1.0,,,,,
70,37068,140,0.03733388832921981,1.0,1.0,,,,,
71,37598,142,0.0360386954019266,1.0,1.0,,,,,
72,38128,144,0.03558385680752426,1.0,1.0,,,,,
73,38658,146,0.03544529444063576,1.0,1.0,0.03543399261226031,1.0,1.0,,
74,39204,148,0.03441178783230391,1.0,1.0,,,,,
75,39734,150,0.03540219615044242,1.0,1.0,,,,,
76,40264,152,0.03570434008291076,1.0,1.0,,,,,
77,40794,154,0.03479721956868712,1.0,1.0,,,,,
78,41340,156,0.03515270611654748,1.0,1.0,,,,,
79,41870,158,0.03520960484865954,1.0,1.0,,,,,
80,42400,160,0.03533145227933402,1.0,1.0,,,,,
81,42930,162,0.03554030620122583,1.0,1.0,0.03566706775768773,1.0,1.0,,
82,43460,164,0.03534695211261737,1.0,1.0,,,,,
83,44006,166,0.034544156150043234,1.0,1.0,,,,,
84,44536,168,0.0347515961358493,1.0,1.0,,,,,
85,45066,170,0.03644100712330053,1.0,1.0,,,,,
86,45596,172,0.0367886496736019,1.0,1.0,,,,,
87,46126,174,0.03514892174890547,1.0,1.0,,,,,
88,46656,176,0.03610166653172311,1.0,1.0,,,,,
89,47186,178,0.03710844264242262,1.0,1.0,0.037419459359247634,1.0,1.0,,
90,47716,180,0.03740012933701192,1.0,1.0,,,,,
91,48246,182,0.036185034292143294,1.0,1.0,,,,,
92,48776,184,0.036990026755912835,1.0,1.0,,,,,
93,49322,186,0.0346383432415742,1.0,1.0,,,,,
94,49852,188,0.03512048989269799,1.0,1.0,,,,,
95,50382,190,0.03640496131900529,1.0,1.0,,,,,
96,50912,192,0.03736119466466886,1.0,1.0,,,,,
97,51458,194,0.035080675665556234,1.0,1.0,0.03531452546194707,1.0,1.0,,
98,51988,196,0.035413750298550546,1.0,1.0,,,,,
99,52518,198,0.036374439027753065,1.0,1.0,,,,,
100,53048,200,0.03585891581426205,1.0,1.0,,,,,
101,53578,202,0.0357626939707993,1.0,1.0,,,,,
102,54108,204,0.03587501415404293,1.0,1.0,,,,,
103,54638,206,0.03642245501653771,1.0,1.0,,,,,
104,55168,208,0.03587415554744163,1.0,1.0,,,,,
105,55682,210,0.03711626330157742,1.0,1.0,0.03506898001711252,1.0,1.0,,
106,56212,212,0.0349569651187454,1.0,1.0,,,,,
107,56726,214,0.03669548969162861,1.0,1.0,,,,,
108,57256,216,0.035104147224320155,1.0,1.0,,,,,
109,57786,218,0.03587090235796164,1.0,1.0,,,,,
110,58300,220,0.03920756969717332,1.0,1.0,,,,,
111,58846,222,0.03466554042609299,1.0,1.0,,,,,
112,59376,224,0.035820562809187155,1.0,1.0,,,,,
113,59890,226,0.037647227846318854,1.0,1.0,0.03595353050605969,1.0,1.0,,
114,60420,228,0.03639577564801034,1.0,1.0,,,,,
115,60966,230,0.0354013254043564,1.0,1.0,,,,,
116,61496,232,0.03570991189938715,1.0,1.0,,,,,
117,62026,234,0.036022112391973754,1.0,1.0,,,,,
118,62556,236,0.03607594490972009,1.0,1.0,,,,,
119,63086,238,0.03598442886560929,1.0,1.0,,,,,
120,63632,240,0.034602343543597,1.0,1.0,,,,,
121,64162,242,0.03741435290452501,1.0,1.0,0.03543562199581753,1.0,1.0,,
122,64692,244,0.035786040909165005,1.0,1.0,,,,,
123,65222,246,0.03541782166731233,1.0,1.0,,,,,
124,65752,248,0.03611872645560652,1.0,1.0,,,,,
125,66282,250,0.03673607821414022,1.0,1.0,,,,,
126,66796,252,0.03735760968149407,1.0,1.0,,,,,
127,67326,254,0.0356055456220003,1.0,1.0,,,,,
128,67856,256,0.03537362437748181,1.0,1.0,,,,,
129,68370,258,0.03732639361638576,1.0,1.0,0.03504711778005444,1.0,1.0,,
130,68900,260,0.035425582238522386,1.0,1.0,,,,,
131,69430,262,0.036039832846303896,1.0,1.0,,,,,
132,69960,264,0.03564800304720517,1.0,1.0,,,,,
133,70474,266,0.0366712618386373,1.0,1.0,,,,,
134,71004,268,0.0355066836723056,1.0,1.0,,,,,
135,71550,270,0.03429326488958289,1.0,1.0,,,,,
136,72080,272,0.03603515723521759,1.0,1.0,,,,,
137,72610,274,0.03541970414942075,1.0,1.0,0.036690951472701266,1.0,1.0,,
138,73140,276,0.03527302349577164,1.0,1.0,,,,,
139,73670,278,0.03514725652689143,1.0,1.0,,,,,
140,74200,280,0.03496956293019608,1.0,1.0,,,,,
141,74730,282,0.03439556633475038,1.0,1.0,,,,,
142,75260,284,0.03703929587140341,1.0,1.0,,,,,
143,75806,286,0.03384240776693332,1.0,1.0,,,,,
144,76320,288,0.03620959852167289,1.0,1.0,,,,,
145,76850,290,0.035553934296388465,1.0,1.0,0.036187830962290085,1.0,1.0,,
146,77380,292,0.03613589946436343,1.0,1.0,,,,,
147,77910,294,0.03691892855314522,1.0,1.0,,,,,
148,78440,296,0.03532408813646091,1.0,1.0,,,,,
149,78970,298,0.036300706815637754,1.0,1.0,,,,,
150,79500,300,0.03569819688412473,1.0,1.0,,,,,
151,80046,302,0.03465267423509538,1.0,1.0,,,,,
152,80576,304,0.035897256876835884,1.0,1.0,,,,,
153,81090,306,0.03757354247500189,1.0,1.0,0.035020874745078444,1.0,1.0,,
154,81620,308,0.03511772718195888,1.0,1.0,,,,,
155,82134,310,0.03660352826234885,1.0,1.0,,,,,
156,82648,312,0.03631641941494308,1.0,1.0,,,,,
157,83178,314,0.0350051870123328,1.0,1.0,,,,,
158,83708,316,0.03515789921790588,1.0,1.0,,,,,
159,84238,318,0.035463600299558355,1.0,1.0,,,,,
160,84768,320,0.03519377187113137,1.0,1.0,,,,,
161,85282,322,0.036586600487135,1.0,1.0,0.03487239927519113,1.0,1.0,,
162,85812,324,0.034905712088979204,1.0,1.0,,,,,
163,86342,326,0.035046807594710225,1.0,1.0,,,,,
164,86888,328,0.03429891196086401,1.0,1.0,,,,,
165,87418,330,0.03474685266218854,1.0,1.0,,,,,
166,87948,332,0.034777002597569884,1.0,1.0,,,,,
167,88478,334,0.035649916995105085,1.0,1.0,,,,,
168,89008,336,0.03458406893511754,1.0,1.0,,,,,
169,89538,338,0.03466455534051144,1.0,1.0,0.042448189966945035,0.5,0.5,,
170,90084,340,0.035075349001049555,1.0,1.0,,,,,
171,90614,342,0.03462082151676331,1.0,1.0,,,,,
172,91144,344,0.03481056979666887,1.0,1.0,,,,,
173,91690,346,0.03512268125148052,1.0,1.0,,,,,
174,92236,348,0.03461807585252887,1.0,1.0,,,,,
175,92766,350,0.036010241230780435,1.0,1.0,,,,,
176,93280,352,0.03600561714574724,1.0,1.0,,,,,
177,93810,354,0.03518518150170249,1.0,1.0,0.03661566927679814,1.0,1.0,,
178,94340,356,0.03576777960554782,1.0,1.0,,,,,
179,94870,358,0.03537551491210858,1.0,1.0,,,,,
180,95416,360,0.03381898847073043,1.0,1.0,,,,,
181,95962,362,0.03429146716138348,1.0,1.0,,,,,
182,96492,364,0.035360751064903474,1.0,1.0,,,,,
183,97022,366,0.03504990410034114,1.0,1.0,,,,,
184,97552,368,0.03508354341681821,1.0,1.0,,,,,
185,98066,370,0.03624205130094198,1.0,1.0,0.03562153568773559,1.0,1.0,,
186,98596,372,0.03563436538390251,1.0,1.0,,,,,
187,99126,374,0.03495968086249902,1.0,1.0,,,,,
188,99656,376,0.03483884946720068,1.0,1.0,,,,,
189,100170,378,0.03612409579334781,1.0,1.0,,,,,
190,100700,380,0.03485692299507333,1.0,1.0,,,,,
191,101230,382,0.03469920246142217,1.0,1.0,,,,,
192,101744,384,0.03601099705861997,1.0,1.0,,,,,
193,102274,386,0.03455386568061923,1.0,1.0,0.03925768429773267,1.0,1.0,,
194,102804,388,0.03444972743543048,1.0,1.0,,,,,
195,103350,390,0.03477609327628778,1.0,1.0,,,,,
196,103880,392,0.03522555728642285,1.0,1.0,,,,,
197,104410,394,0.03457963564722432,1.0,1.0,,,,,
198,104956,396,0.0339828672854556,1.0,1.0,,,,,
199,105486,398,0.03442219262491121,1.0,1.0,,,,,
200,106016,400,0.03556959273715178,1.0,1.0,,,,,
201,106530,402,0.03638266820680656,1.0,1.0,0.036757126407464966,1.0,1.0,,
202,107060,404,0.04045790107751434,0.5,0.5,,,,,
203,107590,406,0.034538479641081664,1.0,1.0,,,,,
204,108120,408,0.03524617220229243,1.0,1.0,,,,,
205,108650,410,0.0367319572080724,1.0,1.0,,,,,
206,109180,412,0.03640952377555411,1.0,1.0,,,,,
207,109694,414,0.03886912248424779,1.0,1.0,,,,,
208,110224,416,0.0364327712355104,1.0,1.0,,,,,
209,110754,418,0.03637270218438723,1.0,1.0,0.03606445900968869,1.0,1.0,,
210,111284,420,0.035708880905965065,1.0,1.0,,,,,
211,111814,422,0.035740882760393576,1.0,1.0,,,,,
212,112344,424,0.035866104147933196,1.0,1.0,,,,,
213,112874,426,0.03564898057695246,1.0,1.0,,,,,
214,113404,428,0.039836170581366986,0.5,0.5,,,,,
215,113934,430,0.036107023218364426,1.0,1.0,,,,,
216,114464,432,0.035763799153554085,1.0,1.0,,,,,
217,114994,434,0.036330835845314366,1.0,1.0,0.03634447092579318,1.0,1.0,,
218,115524,436,0.035480654796613664,1.0,1.0,,,,,
219,116054,438,0.034868947641754695,1.0,1.0,,,,,
220,116584,440,0.03600096408471776,1.0,1.0,,,,,
221,117114,442,0.03543627432907338,1.0,1.0,,,,,
222,117628,444,0.03773280297697056,1.0,1.0,,,,,
223,118158,446,0.03921219681671849,0.5,0.5,,,,,
224,118688,448,0.03494156595058458,1.0,1.0,,,,,
225,119218,450,0.03527099135162478,1.0,1.0,0.03569959797332007,1.0,1.0,,
226,119748,452,0.036064823607801264,1.0,1.0,,,,,
227,120278,454,0.03535230112725968,1.0,1.0,,,,,
228,120792,456,0.03759992285342378,1.0,1.0,,,,,
229,121322,458,0.03554064423842426,1.0,1.0,,,,,
230,121836,460,0.03660110898330458,1.0,1.0,,,,,
231,122382,462,0.034409748030936015,1.0,1.0,,,,,
232,122912,464,0.03519641934640028,1.0,1.0,,,,,
233,123458,466,0.03491118475692073,1.0,1.0,0.03490533283730188,1.0,1.0,,
234,123988,468,0.03510984338819981,1.0,1.0,,,,,
235,124518,470,0.03519475038868912,1.0,1.0,,,,,
236,125064,472,0.03404293494439437,1.0,1.0,,,,,
237,125594,474,0.03555608982617162,1.0,1.0,,,,,
238,126124,476,0.03519750490911644,1.0,1.0,,,,,
239,126654,478,0.0356320110588973,1.0,1.0,,,,,
240,127184,480,0.03490846513530635,1.0,1.0,,,,,
241,127714,482,0.03546364679760618,1.0,1.0,0.034884435103158466,1.0,1.0,,
242,128244,484,0.03545159780623208,1.0,1.0,,,,,
243,128774,486,0.0347851680703179,1.0,1.0,,,,,
244,129304,488,0.04098074965348298,0.5,0.5,,,,,
245,129834,490,0.03453032970470799,1.0,1.0,,,,,
246,130364,492,0.03456678325155129,1.0,1.0,,,,,
247,130894,494,0.034865213506431736,1.0,1.0,,,,,
248,131424,496,0.035132172408956455,1.0,1.0,,,,,
249,131954,498,0.03527948197801103,1.0,1.0,0.03625288638441513,1.0,1.0,,
250,132468,500,0.03702961667615454,1.0,1.0,,,,,
251,133014,502,0.03461206723405186,1.0,1.0,,,,,
252,133544,504,0.03494898383787861,1.0,1.0,,,,,
253,134058,506,0.03599678172060521,1.0,1.0,,,,,
254,134588,508,0.03462932523170656,1.0,1.0,,,,,
255,135118,510,0.03484198513850006,1.0,1.0,,,,,
256,135648,512,0.0346606811652468,1.0,1.0,,,,,
257,136178,514,0.034978542754384265,1.0,1.0,0.0345653378707004,1.0,1.0,,
258,136708,516,0.034982210887317323,1.0,1.0,,,,,
259,137238,518,0.034381248538636354,1.0,1.0,,,,,
260,137752,520,0.03618766745727044,1.0,1.0,,,,,
261,138282,522,0.03528718206576411,1.0,1.0,,,,,
262,138812,524,0.03564049491600599,1.0,1.0,,,,,
263,139358,526,0.034132490946264145,1.0,1.0,,,,,
264,139904,528,0.03372731246715857,1.0,1.0,,,,,
265,140434,530,0.03475244446445934,1.0,1.0,0.03374298805843436,1.0,1.0,,
266,140964,532,0.03479123866439543,1.0,1.0,,,,,
267,141494,534,0.037286772344712955,0.5,0.5,,,,,
268,142024,536,0.03497460909554679,1.0,1.0,,,,,
269,142554,538,0.03500577444896352,1.0,1.0,,,,,
270,143084,540,0.03445408066022069,1.0,1.0,,,,,
271,143614,542,0.03516908926162587,1.0,1.0,,,,,
272,144160,544,0.03428399691551664,1.0,1.0,,,,,
273,144706,546,0.039526119738875425,0.5,0.5,0.033510836739442315,1.0,1.0,,
274,145220,548,0.038148216929403136,1.0,1.0,,,,,
275,145750,550,0.03514817521920618,1.0,1.0,,,,,
276,146280,552,0.035717708435064804,1.0,1.0,,,,,
277,146794,554,0.0384807512234147,1.0,1.0,,,,,
278,147324,556,0.036165302996700066,1.0,1.0,,,,,
279,147854,558,0.03707584917014395,1.0,1.0,,,,,
280,148384,560,0.03561792617342717,1.0,1.0,,,,,
281,148914,562,0.035270098455701816,1.0,1.0,0.0366030243654545,1.0,1.0,,
282,149444,564,0.03672246060066038,1.0,1.0,,,,,
283,149974,566,0.035827969134376025,1.0,1.0,,,,,
284,150504,568,0.035647196521926106,1.0,1.0,,,,,
285,151034,570,0.0370599480355723,1.0,1.0,,,,,
286,151564,572,0.03618821264696166,1.0,1.0,,,,,
287,152110,574,0.036643486952080445,0.5,0.5,,,,,
288,152640,576,0.03530155725890037,1.0,1.0,,,,,
289,153170,578,0.03551875018119587,1.0,1.0,0.035268359784807246,1.0,1.0,,
290,153700,580,0.03515037069536364,1.0,1.0,,,,,
291,154230,582,0.03522544006661822,1.0,1.0,,,,,
292,154744,584,0.03641176560427993,1.0,1.0,,,,,
293,155274,586,0.03514570401469952,1.0,1.0,,,,,
294,155804,588,0.03542976432501085,1.0,1.0,,,,,
295,156334,590,0.03528765103518681,1.0,1.0,,,,,
296,156864,592,0.035195281727726326,1.0,1.0,,,,,
297,157410,594,0.03383827179551351,1.0,1.0,0.03453998452997492,1.0,1.0,,
298,157940,596,0.03596154027985353,1.0,1.0,,,,,
299,158470,598,0.036008935510886436,1.0,1.0,,,,,
300,159000,600,0.03517329279636739,1.0,1.0,,,,,
301,159530,602,0.034600704030811114,1.0,1.0,,,,,
302,160060,604,0.035049736348984444,1.0,1.0,,,,,
303,160590,606,0.03528316388753328,1.0,1.0,,,,,
304,161104,608,0.035930136950046286,1.0,1.0,,,,,
305,161634,610,0.034760445768973136,1.0,1.0,0.03470816851660581,1.0,1.0,,
306,162164,612,0.035551599041915107,1.0,1.0,,,,,
307,162694,614,0.034541522731976304,1.0,1.0,,,,,
308,163224,616,0.03453902163394642,1.0,1.0,,,,,
309,163754,618,0.03438030228950083,1.0,1.0,,,,,
310,164268,620,0.03793888842279557,1.0,1.0,,,,,
311,164814,622,0.03420006250619361,1.0,1.0,,,,,
312,165344,624,0.03595276011923985,1.0,1.0,,,,,
313,165874,626,0.03717344698697245,1.0,1.0,0.03706966663614642,1.0,1.0,,
314,166404,628,0.03672419102737243,1.0,1.0,,,,,
315,166934,630,0.037424950849337175,1.0,1.0,,,,,
316,167480,632,0.03648433463032073,1.0,1.0,,,,,
317,168010,634,0.036289012091636486,1.0,1.0,,,,,
318,168540,636,0.03574340660040352,1.0,1.0,,,,,
319,169070,638,0.03586902086122074,1.0,1.0,,,,,
320,169600,640,0.03565312360723814,1.0,1.0,,,,,
321,170146,642,0.03406409777426982,1.0,1.0,0.03539204869757999,1.0,1.0,,
322,170692,644,0.03496859046663946,1.0,1.0,,,,,
323,171222,646,0.03501411414885131,1.0,1.0,,,,,
324,171752,648,0.03589400837003874,1.0,1.0,,,,,
325,172266,650,0.036343608201714235,1.0,1.0,,,,,
326,172796,652,0.03507472606866169,1.0,1.0,,,,,
327,173342,654,0.03395523867357578,1.0,1.0,,,,,
328,173872,656,0.03495875058339372,1.0,1.0,,,,,
329,174402,658,0.034989171907390385,1.0,1.0,0.03456963896299439,1.0,1.0,,
330,174884,660,0.03830753435039272,1.0,1.0,,,,,
331,175414,662,0.03478138844087494,1.0,1.0,,,,,
332,175944,664,0.03473026679670456,1.0,1.0,,,,,
333,176490,666,0.03434068687393686,1.0,1.0,,,,,
334,177020,668,0.03514809667679594,1.0,1.0,,,,,
335,177550,670,0.0351359518200413,1.0,1.0,,,,,
336,178080,672,0.035233938646481625,1.0,1.0,,,,,
337,178610,674,0.03512492837744172,1.0,1.0,0.034560298710482926,1.0,1.0,,
338,179124,676,0.0364150480076205,1.0,1.0,,,,,
339,179654,678,0.034523666383571586,1.0,1.0,,,,,
340,180184,680,0.03503150354675723,1.0,1.0,,,,,
341,180714,682,0.035145074803890154,1.0,1.0,,,,,
342,181228,684,0.036880092681385576,1.0,1.0,,,,,
343,181742,686,0.035913556051955314,1.0,1.0,,,,,
344,182272,688,0.0348820118087866,1.0,1.0,,,,,
345,182802,690,0.035082833931223974,1.0,1.0,0.03476193898308945,1.0,1.0,,
346,183332,692,0.035567920321288214,1.0,1.0,,,,,
347,183862,694,0.03485145492664411,1.0,1.0,,,,,
348,184392,696,0.0348396503438143,1.0,1.0,,,,,
349,184922,698,0.03445766755143378,1.0,1.0,,,,,
350,185452,700,0.035316522298292546,1.0,1.0,,,,,
351,185966,702,0.0360923894791631,1.0,1.0,,,,,
352,186496,704,0.034890364726112844,1.0,1.0,,,,,
353,187042,706,0.03383807869729935,1.0,1.0,0.03455407394773581,1.0,1.0,,
354,187556,708,0.036543293917402485,1.0,1.0,,,,,
355,188086,710,0.03454412718411979,1.0,1.0,,,,,
356,188616,712,0.03444371028565167,1.0,1.0,,,,,
357,189146,714,0.03441349908529612,1.0,1.0,,,,,
358,189676,716,0.034727278748689444,1.0,1.0,,,,,
359,190206,718,0.0344103086299517,1.0,1.0,,,,,
360,190736,720,0.03415182538020114,1.0,1.0,,,,,
361,191266,722,0.03506036093177197,1.0,1.0,0.035158167216114554,1.0,1.0,,
362,191796,724,0.034364687219248014,1.0,1.0,,,,,
363,192310,726,0.03604569851189809,1.0,1.0,,,,,
364,192840,728,0.035564595493981895,1.0,1.0,,,,,
365,193354,730,0.03724522498192528,1.0,1.0,,,,,
366,193884,732,0.0353777243106566,1.0,1.0,,,,,
367,194414,734,0.03448433893429341,1.0,1.0,,,,,
368,194944,736,0.035024385430389715,1.0,1.0,,,,,
369,195474,738,0.034632447120931116,1.0,1.0,0.034508493607819685,1.0,1.0,,
370,196004,740,0.03490422749586728,1.0,1.0,,,,,
371,196534,742,0.035816703073602796,1.0,1.0,,,,,
372,197064,744,0.03853394947912117,0.5,0.5,,,,,
373,197594,746,0.034602862499005196,1.0,1.0,,,,,
374,198124,748,0.034578023165443235,1.0,1.0,,,,,
375,198654,750,0.03565961068628398,1.0,1.0,,,,,
376,199200,752,0.03413151737862363,1.0,1.0,,,,,
377,199730,754,0.03515481363417525,1.0,1.0,0.03555896397027413,1.0,1.0,,
378,200260,756,0.03493060115393195,1.0,1.0,,,,,
379,200790,758,0.03527697237709424,1.0,1.0,,,,,
380,201320,760,0.03476599749830326,1.0,1.0,,,,,
381,201850,762,0.034942525545078706,1.0,1.0,,,,,
382,202396,764,0.034060680640669645,1.0,1.0,,,,,
383,202926,766,0.034723186920199434,1.0,1.0,,,,,
384,203440,768,0.0360811993322568,1.0,1.0,,,,,
385,203970,770,0.0349444760775871,1.0,1.0,0.03452776709543259,1.0,1.0,,
386,204500,772,0.03455434746945023,1.0,1.0,,,,,
387,205030,774,0.034826718260618776,1.0,1.0,,,,,
388,205544,776,0.03591186529927654,1.0,1.0,,,,,
389,206074,778,0.051620007538321355,0.5,0.5,,,,,
390,206604,780,0.04300687558973687,0.5,0.5,,,,,
391,207118,782,0.0361232333807493,1.0,1.0,,,,,
392,207648,784,0.034918743648432254,1.0,1.0,,,,,
393,208178,786,0.036469173620977076,1.0,1.0,0.03576970665331112,1.0,1.0,,
394,208708,788,0.035622590312833026,1.0,1.0,,,,,
395,209238,790,0.037743577983752455,1.0,1.0,,,,,
396,209768,792,0.03612115989022917,1.0,1.0,,,,,
397,210298,794,0.037040898306295277,1.0,1.0,,,,,
398,210828,796,0.03519773297802065,1.0,1.0,,,,,
399,211358,798,0.034851171338761394,1.0,1.0,,,,,
400,211888,800,0.03520068382787885,1.0,1.0,,,,,
401,212386,802,0.038305647600322,1.0,1.0,0.03550651850291725,1.0,1.0,,
402,212916,804,0.03490682639611998,1.0,1.0,,,,,
403,213446,806,0.03549407976351425,1.0,1.0,,,,,
404,213976,808,0.035907947034381014,1.0,1.0,,,,,
405,214506,810,0.03478266549889337,1.0,1.0,,,,,
406,215020,812,0.035921205352060497,1.0,1.0,,,,,
407,215550,814,0.03461854942326406,1.0,1.0,,,,,
408,216080,816,0.034633352952007423,1.0,1.0,,,,,
409,216594,818,0.0364859034185065,1.0,1.0,0.034452467081983656,1.0,1.0,,
410,217108,820,0.035712223517184616,1.0,1.0,,,,,
411,217638,822,0.03426898041239121,1.0,1.0,,,,,
412,218168,824,0.03472704719999015,1.0,1.0,,,,,
413,218698,826,0.03471187874357301,1.0,1.0,,,,,
414,219228,828,0.03462541354037857,1.0,1.0,,,,,
415,219774,830,0.03322631673226545,1.0,1.0,,,,,
416,220304,832,0.03444310272900055,1.0,1.0,,,,,
417,220850,834,0.0339215612806712,1.0,1.0,0.033821242133511564,1.0,1.0,,
418,221380,836,0.03509045614014295,1.0,1.0,,,,,
419,221894,838,0.036041524475967895,1.0,1.0,,,,,
420,222424,840,0.034411170181578424,1.0,1.0,,,,,
421,222954,842,0.034679371733782875,1.0,1.0,,,,,
422,223484,844,0.034582438439194285,1.0,1.0,,,,,
423,224014,846,0.03522612841533952,1.0,1.0,,,,,
424,224528,848,0.037115915549911734,1.0,1.0,,,,,
425,225042,850,0.036272044410270605,1.0,1.0,0.03570546263013967,1.0,1.0,,
426,225572,852,0.03398739226501979,1.0,1.0,,,,,
427,226102,854,0.03440256906743867,1.0,1.0,,,,,
428,226632,856,0.03582414239419229,1.0,1.0,,,,,
429,227162,858,0.03419588591684729,1.0,1.0,,,,,
430,227692,860,0.03461897886445953,1.0,1.0,,,,,
431,228222,862,0.035261857579876744,1.0,1.0,,,,,
432,228752,864,0.03525219717376978,1.0,1.0,,,,,
433,229282,866,0.03502308990657295,1.0,1.0,0.03524778063402857,1.0,1.0,,
434,229828,868,0.03410982170886094,1.0,1.0,,,,,
435,230358,870,0.035113430441102315,1.0,1.0,,,,,
436,230888,872,0.03467864158263458,1.0,1.0,,,,,
437,231418,874,0.03487473720388318,1.0,1.0,,,,,
438,231948,876,0.03475765763189305,1.0,1.0,,,,,
439,232478,878,0.03580668408705881,1.0,1.0,,,,,
440,233008,880,0.034752896455483455,1.0,1.0,,,,,
441,233538,882,0.034893705616215645,1.0,1.0,0.03460476440527463,1.0,1.0,,
442,234068,884,0.03459113624790034,1.0,1.0,,,,,
443,234598,886,0.03441303648492039,1.0,1.0,,,,,
444,235128,888,0.03501764206187517,1.0,1.0,,,,,
445,235642,890,0.03650961286883103,1.0,1.0,,,,,
446,236172,892,0.03483079580272632,1.0,1.0,,,,,
447,236702,894,0.03444061315075184,1.0,1.0,,,,,
448,237232,896,0.03488261743420453,1.0,1.0,,,,,
449,237762,898,0.03502666681662738,1.0,1.0,0.03654377272905549,1.0,1.0,,
