step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
441,454402,882,0.01760852604830731,1.0,1.0,0.01757161213892693,1.0,1.0,,
442,455428,884,0.017585592485977904,1.0,1.0,,,,,
443,456454,886,0.017573823021350223,1.0,1.0,,,,,
444,457480,888,0.017608016397975275,1.0,1.0,,,,,
445,458522,890,0.017359532462735264,1.0,1.0,,,,,
446,459548,892,0.01761422785500014,1.0,1.0,,,,,
447,460574,894,0.017739154794431534,1.0,1.0,,,,,
448,461600,896,0.01754821784176092,1.0,1.0,,,,,
449,462626,898,0.01761447145651796,1.0,1.0,0.017651390075921057,1.0,1.0,,
450,463652,900,0.017755885953576335,1.0,1.0,,,,,
451,464678,902,0.017748767724295993,1.0,1.0,,,,,
452,465720,904,0.0175082883688686,1.0,1.0,,,,,
453,466746,906,0.017611608282702567,1.0,1.0,,,,,
454,467788,908,0.017356479895673977,1.0,1.0,,,,,
455,468830,910,0.01759806957514838,1.0,1.0,,,,,
456,469856,912,0.017444725901977647,1.0,1.0,,,,,
457,470882,914,0.017560612713339637,1.0,1.0,0.017310029466936435,1.0,1.0,,
458,471908,916,0.017503068774706868,1.0,1.0,,,,,
459,472934,918,0.02015428732785699,0.5,0.5,,,,,
460,473960,920,0.018090955302251927,1.0,1.0,,,,,
461,474986,922,0.017668538043643392,1.0,1.0,,,,,
462,476028,924,0.017860627074947035,1.0,1.0,,,,,
463,477054,926,0.018974436702614356,1.0,1.0,,,,,
464,478080,928,0.018364190056047808,1.0,1.0,,,,,
465,479122,930,0.01863270292537463,1.0,1.0,0.01890712551178169,1.0,1.0,,
466,480148,932,0.018610985307462097,1.0,1.0,,,,,
467,481174,934,0.01864105251843079,1.0,1.0,,,,,
468,482200,936,0.018663986357613294,1.0,1.0,,,,,
469,483226,938,0.01829849495315568,1.0,1.0,,,,,
470,484252,940,0.018158608889867606,1.0,1.0,,,,,
471,485278,942,0.02712025128212217,0.5,0.5,,,,,
472,486304,944,0.018158413345974234,1.0,1.0,,,,,
473,487330,946,0.018199002052232675,1.0,1.0,0.018055487239640736,1.0,1.0,,
474,488372,948,0.017723407215736252,1.0,1.0,,,,,
475,489398,950,0.017973119449527293,1.0,1.0,,,,,
476,490424,952,0.01799789928096037,1.0,1.0,,,,,
477,491466,954,0.017707355764777805,1.0,1.0,,,,,
478,492508,956,0.017642991740393514,1.0,1.0,,,,,
479,493550,958,0.017583993697545843,1.0,1.0,,,,,
480,494592,960,0.017643703476171037,1.0,1.0,,,,,
481,495634,962,0.017617895088795743,1.0,1.0,0.017740919274467522,1.0,1.0,,
482,496660,964,0.017882832815805143,1.0,1.0,,,,,
483,497686,966,0.01785988111494733,1.0,1.0,,,,,
484,498712,968,0.017667689192470647,1.0,1.0,,,,,
485,499754,970,0.01759390965310744,1.0,1.0,,,,,
486,500780,972,0.017876505857489032,1.0,1.0,,,,,
487,501806,974,0.017782688348216794,1.0,1.0,,,,,
488,502832,976,0.01773222374360254,1.0,1.0,,,,,
489,503858,978,0.018068330866463915,1.0,1.0,0.01804249694471597,1.0,1.0,,
490,504884,980,0.017923694869108588,1.0,1.0,,,,,
491,505910,982,0.017678218210799485,1.0,1.0,,,,,
492,506952,984,0.01756846544572978,1.0,1.0,,,,,
493,507994,986,0.017470692180348288,1.0,1.0,,,,,
494,509020,988,0.017693354142135312,1.0,1.0,,,,,
495,510046,990,0.017627823846541213,1.0,1.0,,,,,
496,511072,992,0.017653262562122254,1.0,1.0,,,,,
497,512098,994,0.01778207022796171,1.0,1.0,0.01763397045421064,1.0,1.0,,
498,513124,996,0.017684649239013406,1.0,1.0,,,,,
499,514166,998,0.017400964633201055,1.0,1.0,,,,,
500,515192,1000,0.01772606308578312,1.0,1.0,,,,,
501,516218,1002,0.01756001240207193,1.0,1.0,,,,1.0,0.9999999999999999
502,517260,1004,0.01729854934090686,1.0,1.0,,,,,
503,518302,1006,0.017506848409360138,1.0,1.0,,,,,
504,519328,1008,0.017629365831485493,1.0,1.0,,,,,
505,520354,1010,0.01754993225658585,1.0,1.0,0.017717601040683116,1.0,1.0,,
506,521396,1012,0.017341219470684507,1.0,1.0,,,,,
507,522422,1014,0.01766280231764126,1.0,1.0,,,,,
508,523448,1016,0.01755262999284649,1.0,1.0,,,,,
509,524474,1018,0.01762565159551802,1.0,1.0,,,,,
510,525500,1020,0.0175633790024561,1.0,1.0,,,,,
511,526526,1022,0.017544179026733518,1.0,1.0,,,,,
512,527552,1024,0.01753645005774846,1.0,1.0,,,,,
513,528578,1026,0.017475607338462863,1.0,1.0,0.01765987160831093,1.0,1.0,,
514,529604,1028,0.017570012385763837,1.0,1.0,,,,,
515,530630,1030,0.01955181033896181,0.5,0.5,,,,,
516,531672,1032,0.017603253330357883,1.0,1.0,,,,,
517,532698,1034,0.01809580587164606,1.0,1.0,,,,,
518,533724,1036,0.01836847736660991,1.0,1.0,,,,,
519,534750,1038,0.018870590152429943,1.0,1.0,,,,,
520,535792,1040,0.018528038073891258,1.0,1.0,,,,,
521,536818,1042,0.01879136740505991,1.0,1.0,0.01854801795785713,1.0,1.0,,
522,537844,1044,0.01854885932929505,1.0,1.0,,,,,
523,538886,1046,0.01813051469948263,1.0,1.0,,,,,
524,539928,1048,0.018147604061738033,1.0,1.0,,,,,
525,540970,1050,0.017904651881249695,1.0,1.0,,,,,
526,541996,1052,0.018220473562849865,1.0,1.0,,,,,
527,543022,1054,0.01795736857769946,1.0,1.0,,,,,
528,544048,1056,0.018345154645823574,1.0,1.0,,,,,
529,545074,1058,0.017969495134232096,1.0,1.0,0.01801040696534343,1.0,1.0,,
530,546100,1060,0.018012857748372385,1.0,1.0,,,,,
531,547126,1062,0.01796084269612793,1.0,1.0,,,,,
532,548152,1064,0.01794885349039992,1.0,1.0,,,,,
533,549178,1066,0.018204482059840637,1.0,1.0,,,,,
534,550204,1068,0.017860928236835643,1.0,1.0,,,,,
535,551246,1070,0.017587609571200785,1.0,1.0,,,,,
536,552272,1072,0.01774738845715378,1.0,1.0,,,,,
537,553298,1074,0.01781279056049548,1.0,1.0,0.017876830811668843,1.0,1.0,,
538,554324,1076,0.017705148466168757,1.0,1.0,,,,,
539,555350,1078,0.017710664439266735,1.0,1.0,,,,,
540,556376,1080,0.017665938120299988,1.0,1.0,,,,,
541,557418,1082,0.017366942914791194,1.0,1.0,,,,,
542,558444,1084,0.017608485718181674,1.0,1.0,,,,,
543,559486,1086,0.01726410295609459,1.0,1.0,,,,,
544,560512,1088,0.01794369345450252,1.0,1.0,,,,,
545,561538,1090,0.01762409204964485,1.0,1.0,0.0177288654581507,1.0,1.0,,
546,562564,1092,0.01760940343684694,1.0,1.0,,,,,
547,563606,1094,0.017374737253583863,1.0,1.0,,,,,
548,564632,1096,0.01745685069232838,1.0,1.0,,,,,
549,565658,1098,0.017697008176898302,1.0,1.0,,,,,
550,566700,1100,0.017355869080603947,1.0,1.0,,,,,
551,567742,1102,0.01753547553027969,1.0,1.0,,,,,
552,568768,1104,0.01754305555438935,1.0,1.0,,,,,
553,569794,1106,0.017729848990910995,1.0,1.0,0.017465368294458893,1.0,1.0,,
554,570820,1108,0.017722261110598415,1.0,1.0,,,,,
555,571846,1110,0.017537645990919323,1.0,1.0,,,,,
556,572888,1112,0.01761542954645557,1.0,1.0,,,,,
557,573914,1114,0.017707139715502297,1.0,1.0,,,,,
558,574956,1116,0.017401387114858006,1.0,1.0,,,,,
559,575998,1118,0.01734257167484911,1.0,1.0,,,,,
560,577024,1120,0.01754445462794467,1.0,1.0,,,,,
561,578050,1122,0.01757546242908329,1.0,1.0,0.017359258402966853,1.0,1.0,,
562,579092,1124,0.017302530879319506,1.0,1.0,,,,,
563,580134,1126,0.017257393878935223,1.0,1.0,,,,,
564,581160,1128,0.017489894260876774,1.0,1.0,,,,,
565,582186,1130,0.017513624662239782,1.0,1.0,,,,,
566,583212,1132,0.01775961386598553,1.0,1.0,,,,,
567,584254,1134,0.017250690376493905,1.0,1.0,,,,,
568,585280,1136,0.01758175196202961,1.0,1.0,,,,,
569,586306,1138,0.017537954248228484,1.0,1.0,0.017590306815819287,1.0,1.0,,
570,587348,1140,0.01737685445505185,1.0,1.0,,,,,
571,588390,1142,0.01748489768415087,1.0,1.0,,,,,
572,589432,1144,0.017173593602883792,1.0,1.0,,,,,
573,590474,1146,0.018392134551325864,0.5,0.5,,,,,
574,591500,1148,0.01786926874174759,1.0,1.0,,,,,
575,592542,1150,0.01795593874423889,1.0,1.0,,,,,
576,593584,1152,0.018217574042126716,1.0,1.0,,,,,
577,594610,1154,0.018513561031875448,1.0,1.0,0.018503597263861804,1.0,1.0,,
578,595636,1156,0.01824813439436368,1.0,1.0,,,,,
579,596662,1158,0.01810196326363568,1.0,1.0,,,,,
580,597688,1160,0.01783896558007714,1.0,1.0,,,,,
581,598730,1162,0.017538707083306574,1.0,1.0,,,,,
582,599756,1164,0.017821528864015054,1.0,1.0,,,,,
583,600782,1166,0.017851549414748136,1.0,1.0,,,,,
584,601808,1168,0.01790218477207806,1.0,1.0,,,,,
585,602834,1170,0.017807264128002924,1.0,1.0,0.017847010388347077,1.0,1.0,,
586,603860,1172,0.017724467393038647,1.0,1.0,,,,,
587,604902,1174,0.017616401528089975,1.0,1.0,,,,,
588,605928,1176,0.017780179770282085,1.0,1.0,,,,,
589,606954,1178,0.017744930365115093,1.0,1.0,,,,,
590,607980,1180,0.017698880821626434,1.0,1.0,,,,,
591,609006,1182,0.017787105100321308,1.0,1.0,,,,,
592,610032,1184,0.01762556229953961,1.0,1.0,,,,,
593,611058,1186,0.017756036836670465,1.0,1.0,0.017921628722816135,1.0,1.0,,
594,612084,1188,0.018369144938516466,0.5,0.5,,,,,
595,613126,1190,0.017315578764692818,1.0,1.0,,,,,
596,614152,1192,0.01765455988249405,1.0,1.0,,,,,
597,615178,1194,0.0177502312574584,1.0,1.0,,,,,
598,616204,1196,0.01772016283769683,1.0,1.0,,,,,
599,617230,1198,0.017710015987635764,1.0,1.0,,,,,
600,618256,1200,0.01770735413096939,1.0,1.0,,,,,
601,619298,1202,0.01735683269856617,1.0,1.0,0.01775613355977344,1.0,1.0,,
602,620324,1204,0.017673598464398713,1.0,1.0,,,,,
603,621350,1206,0.017524781867406823,1.0,1.0,,,,,
604,622376,1208,0.017615482555958337,1.0,1.0,,,,,
605,623418,1210,0.01808705406007603,0.5,0.5,,,,,
606,624444,1212,0.017659004788834053,1.0,1.0,,,,,
607,625486,1214,0.01739153374448657,1.0,1.0,,,,,
608,626528,1216,0.017382796837421888,1.0,1.0,,,,,
609,627554,1218,0.01769100617748619,1.0,1.0,0.017491707124209117,1.0,1.0,,
610,628596,1220,0.017648991344045087,1.0,1.0,,,,,
611,629622,1222,0.017564705728141207,1.0,1.0,,,,,
612,630648,1224,0.017616987537146724,1.0,1.0,,,,,
613,631674,1226,0.017555710818252322,1.0,1.0,,,,,
614,632700,1228,0.017663915811004967,1.0,1.0,,,,,
615,633726,1230,0.0175159386804758,1.0,1.0,,,,,
616,634768,1232,0.017316612375667798,1.0,1.0,,,,,
617,635794,1234,0.01765765040838315,1.0,1.0,0.01736771212024838,1.0,1.0,,
618,636820,1236,0.0175800344363032,1.0,1.0,,,,,
619,637846,1238,0.017549734504891626,1.0,1.0,,,,,
620,638872,1240,0.018412826657713984,0.5,0.5,,,,,
621,639914,1242,0.01754002341056011,1.0,1.0,,,,,
622,640940,1244,0.017669588593411664,1.0,1.0,,,,,
623,641982,1246,0.017614803258010184,1.0,1.0,,,,,
624,643024,1248,0.017876645890990726,1.0,1.0,,,,,
625,644066,1250,0.017834235014009603,1.0,1.0,0.018066558112487724,1.0,1.0,,
626,645092,1252,0.01781744039773241,1.0,1.0,,,,,
627,646118,1254,0.017926576834183406,1.0,1.0,,,,,
628,647144,1256,0.017938101218834445,1.0,1.0,,,,,
629,648170,1258,0.017752901786668614,1.0,1.0,,,,,
630,649196,1260,0.017792708451214417,1.0,1.0,,,,,
631,650238,1262,0.017688087675150777,1.0,1.0,,,,,
632,651264,1264,0.017663932376398017,1.0,1.0,,,,,
633,652306,1266,0.017444466876696416,1.0,1.0,0.017712513101316663,1.0,1.0,,
634,653332,1268,0.017964977723744488,1.0,1.0,,,,,
635,654358,1270,0.018329586380157466,1.0,1.0,,,,,
636,655384,1272,0.017675810758802146,1.0,1.0,,,,,
637,656410,1274,0.01775201760700191,1.0,1.0,,,,,
638,657436,1276,0.017644921375038168,1.0,1.0,,,,,
639,658462,1278,0.017671029678920088,1.0,1.0,,,,,
640,659488,1280,0.01764025133361152,1.0,1.0,,,,,
641,660530,1282,0.017491739067275594,1.0,1.0,0.017408687824498094,1.0,1.0,,
642,661556,1284,0.01774032525657189,1.0,1.0,,,,,
643,662582,1286,0.017666997854147198,1.0,1.0,,,,,
644,663608,1288,0.017603219541889634,1.0,1.0,,,,,
645,664634,1290,0.017752071626194757,1.0,1.0,,,,,
646,665660,1292,0.01767745862406631,1.0,1.0,,,,,
647,666686,1294,0.017599862365342632,1.0,1.0,,,,,
648,667712,1296,0.01761622915710407,1.0,1.0,,,,,
649,668754,1298,0.01728700243435877,1.0,1.0,0.018568830057296586,0.5,0.5,,
650,669780,1300,0.017613740984301362,1.0,1.0,,,,,
651,670806,1302,0.017717790686539486,1.0,1.0,,,,,
652,671832,1304,0.017465276580873795,1.0,1.0,,,,,
653,672858,1306,0.01758740410422685,1.0,1.0,,,,,
654,673900,1308,0.017260958304227345,1.0,1.0,,,,,
655,674926,1310,0.017481602243766617,1.0,1.0,,,,,
656,675952,1312,0.017656475368787,1.0,1.0,,,,,
657,676978,1314,0.01767096356212243,1.0,1.0,0.01753119476202345,1.0,1.0,,
658,678004,1316,0.017488061587170194,1.0,1.0,,,,,
659,679030,1318,0.01749136956861011,1.0,1.0,,,,,
660,680056,1320,0.01748543639732269,1.0,1.0,,,,,
661,681098,1322,0.0173500214206839,1.0,1.0,,,,,
662,682124,1324,0.01750679087605531,1.0,1.0,,,,,
663,683150,1326,0.01753256709986712,1.0,1.0,,,,,
664,684176,1328,0.017617512083247123,1.0,1.0,,,,,
665,685202,1330,0.01760139910793208,1.0,1.0,0.017406907849880457,1.0,1.0,,
666,686228,1332,0.017655713369250564,1.0,1.0,,,,,
667,687254,1334,0.01754465064782788,1.0,1.0,,,,,
668,688280,1336,0.017604678319530498,1.0,1.0,,,,,
669,689322,1338,0.017356040456810298,1.0,1.0,,,,,
670,690364,1340,0.01734897929037747,1.0,1.0,,,,,
671,691406,1342,0.01732494114028973,1.0,1.0,,,,,
672,692432,1344,0.017629349463050364,1.0,1.0,,,,,
673,693458,1346,0.017525752181979173,1.0,1.0,0.029620234415064343,0.5,0.5,,
674,694484,1348,0.01756774536267765,1.0,1.0,,,,,
675,695510,1350,0.01746136669072608,1.0,1.0,,,,,
676,696536,1352,0.01756040634927451,1.0,1.0,,,,,
677,697578,1354,0.01725891603487581,1.0,1.0,,,,,
678,698604,1356,0.017518169480371153,1.0,1.0,,,,,
679,699630,1358,0.017544568439997715,1.0,1.0,,,,,
680,700656,1360,0.02080970101467305,0.5,0.5,,,,,
681,701682,1362,0.017625664695077054,1.0,1.0,0.01746949278537829,1.0,1.0,,
682,702724,1364,0.017497334627535412,1.0,1.0,,,,,
683,703750,1366,0.01795363490121953,1.0,1.0,,,,,
684,704776,1368,0.01791238519152364,1.0,1.0,,,,,
685,705802,1370,0.018034017313015235,1.0,1.0,,,,,
686,706828,1372,0.01929426036378017,1.0,1.0,,,,,
687,707854,1374,0.01817797328681229,1.0,1.0,,,,,
688,708896,1376,0.017836803446909924,1.0,1.0,,,,,
689,709938,1378,0.017760965743645184,1.0,1.0,0.018224764378850046,1.0,1.0,,
690,710964,1380,0.01820486700395945,1.0,1.0,,,,,
691,712006,1382,0.017588199276741205,1.0,1.0,,,,,
692,713032,1384,0.017898391261480035,1.0,1.0,,,,,
693,714058,1386,0.018254231503983736,1.0,1.0,,,,,
694,715084,1388,0.017706004828148166,1.0,1.0,,,,,
695,716110,1390,0.01802505521333986,1.0,1.0,,,,,
696,717152,1392,0.0186897707704476,0.5,0.5,,,,,
697,718194,1394,0.017928401035651194,1.0,1.0,0.01783701889975267,1.0,1.0,,
698,719236,1396,0.017429903385557798,1.0,1.0,,,,,
699,720262,1398,0.017671332049176633,1.0,1.0,,,,,
700,721304,1400,0.0175263786245929,1.0,1.0,,,,,
701,722346,1402,0.01740706355772464,1.0,1.0,,,,,
702,723372,1404,0.01772344442097745,1.0,1.0,,,,,
703,724398,1406,0.017688758487057383,1.0,1.0,,,,,
704,725424,1408,0.017732211661623178,1.0,1.0,,,,,
705,726450,1410,0.017739002784496468,1.0,1.0,0.017793271071352517,1.0,1.0,,
706,727492,1412,0.01768426108719616,1.0,1.0,,,,,
707,728534,1414,0.017502796509000555,1.0,1.0,,,,,
708,729560,1416,0.0176572281367125,1.0,1.0,,,,,
709,730602,1418,0.017465904648178977,1.0,1.0,,,,,
710,731628,1420,0.01769933304840258,1.0,1.0,,,,,
711,732654,1422,0.01778672751904127,1.0,1.0,,,,,
712,733680,1424,0.01769725520220428,1.0,1.0,,,,,
713,734706,1426,0.017788234823580766,1.0,1.0,0.017603408814640495,1.0,1.0,,
714,735732,1428,0.01759053946962717,1.0,1.0,,,,,
715,736758,1430,0.017631869214167616,1.0,1.0,,,,,
716,737800,1432,0.017404798459110436,1.0,1.0,,,,,
717,738842,1434,0.017446051337635386,1.0,1.0,,,,,
718,739868,1436,0.01764296241515757,1.0,1.0,,,,,
719,740910,1438,0.0173551781668494,1.0,1.0,,,,,
720,741936,1440,0.01770160689907583,1.0,1.0,,,,,
721,742978,1442,0.017252445250753878,1.0,1.0,0.017578020499022597,1.0,1.0,,
722,744004,1444,0.01758883723604311,1.0,1.0,,,,,
723,745046,1446,0.01723372373705911,1.0,1.0,,,,,
724,746088,1448,0.01731129771987706,1.0,1.0,,,,,
725,747114,1450,0.0175399156827799,1.0,1.0,,,,,
726,748140,1452,0.017449164727491466,1.0,1.0,,,,,
727,749166,1454,0.017538132955454373,1.0,1.0,,,,,
728,750192,1456,0.017546471102616364,1.0,1.0,,,,,
729,751218,1458,0.017589878246877626,1.0,1.0,0.017488156273479945,1.0,1.0,,
730,752244,1460,0.01760674618534262,1.0,1.0,,,,,
731,753270,1462,0.017517066755308442,1.0,1.0,,,,,
732,754296,1464,0.017502297613817327,1.0,1.0,,,,,
733,755322,1466,0.017494952133541537,1.0,1.0,,,,,
734,756364,1468,0.017214410260000423,1.0,1.0,,,,,
735,757390,1470,0.017444879493059066,1.0,1.0,,,,,
736,758432,1472,0.02083947237452348,0.5,0.5,,,,,
737,759458,1474,0.017628248211080073,1.0,1.0,0.01779854861548693,1.0,1.0,,
738,760484,1476,0.017940667026558853,1.0,1.0,,,,,
739,761510,1478,0.018092014761363767,1.0,1.0,,,,,
740,762536,1480,0.018212395612322966,1.0,1.0,,,,,
741,763562,1482,0.018407958614976457,1.0,1.0,,,,,
742,764588,1484,0.018364366777114977,1.0,1.0,,,,,
743,765614,1486,0.018363588041227903,1.0,1.0,,,,,
744,766640,1488,0.01797452565403357,1.0,1.0,,,,,
745,767666,1490,0.017914335065429905,1.0,1.0,0.017728522142643397,1.0,1.0,,
746,768692,1492,0.017845709905027256,1.0,1.0,,,,,
747,769734,1494,0.017729728849301195,1.0,1.0,,,,,
748,770760,1496,0.017778165651991314,1.0,1.0,,,,,
749,771786,1498,0.017724809923098113,1.0,1.0,,,,,
750,772812,1500,0.017788024134601836,1.0,1.0,,,,,
751,773854,1502,0.017515200405149704,1.0,1.0,,,,,
752,774880,1504,0.017769382607450392,1.0,1.0,,,,,
753,775906,1506,0.017668221052541375,1.0,1.0,0.017648399379010422,1.0,1.0,,
754,776932,1508,0.017614131888584763,1.0,1.0,,,,,
755,777958,1510,0.017598942174996985,1.0,1.0,,,,,
756,778984,1512,0.01768537865245059,1.0,1.0,,,,,
757,780026,1514,0.01742839943727676,1.0,1.0,,,,,
758,781052,1516,0.017606695267149353,1.0,1.0,,,,,
759,782078,1518,0.017626153788874145,1.0,1.0,,,,,
760,783104,1520,0.017539343864428188,1.0,1.0,,,,,
761,784130,1522,0.0175345202977468,1.0,1.0,0.01746541161700704,1.0,1.0,,
762,785156,1524,0.01761826734231973,1.0,1.0,,,,,
763,786182,1526,0.017568344536497634,1.0,1.0,,,,,
764,787208,1528,0.01753447247320235,1.0,1.0,,,,,
765,788250,1530,0.017350302459994048,1.0,1.0,,,,,
766,789276,1532,0.017532026260243513,1.0,1.0,,,,,
767,790302,1534,0.018259878357137736,0.5,0.5,,,,,
768,791328,1536,0.01747565520859951,1.0,1.0,,,,,
769,792354,1538,0.017594122796693232,1.0,1.0,0.017704844798313364,1.0,1.0,,
770,793396,1540,0.017686973324474088,1.0,1.0,,,,,
771,794438,1542,0.017451571794778627,1.0,1.0,,,,,
772,795464,1544,0.018017555410119134,1.0,1.0,,,,,
773,796506,1546,0.01756967553798633,1.0,1.0,,,,,
774,797548,1548,0.017445837399847935,1.0,1.0,,,,,
775,798590,1550,0.017445075944904975,1.0,1.0,,,,,
776,799616,1552,0.017590064708282074,1.0,1.0,,,,,
777,800642,1554,0.017787591311249032,1.0,1.0,0.017579076344721577,1.0,1.0,,
778,801668,1556,0.017585538690033008,1.0,1.0,,,,,
779,802710,1558,0.017319536506044144,1.0,1.0,,,,,
780,803752,1560,0.01743210220376101,1.0,1.0,,,,,
781,804794,1562,0.017322369432567184,1.0,1.0,,,,,
782,805836,1564,0.017320784517606335,1.0,1.0,,,,,
783,806878,1566,0.017357993832901823,1.0,1.0,,,,,
784,807904,1568,0.017532272786301463,1.0,1.0,,,,,
785,808946,1570,0.017416988826506854,1.0,1.0,0.01755045659269673,1.0,1.0,,
786,809972,1572,0.017496055719211246,1.0,1.0,,,,,
787,810998,1574,0.0176587374397444,1.0,1.0,,,,,
788,812040,1576,0.01763794315109715,1.0,1.0,,,,,
789,813066,1578,0.017597389294622904,1.0,1.0,,,,,
790,814108,1580,0.017434197428956934,1.0,1.0,,,,,
791,815150,1582,0.017396811342841358,1.0,1.0,,,,,
792,816176,1584,0.017541487676717316,1.0,1.0,,,,,
793,817202,1586,0.017468402869731683,1.0,1.0,0.01756242265132112,1.0,1.0,,
794,818228,1588,0.017549274861250495,1.0,1.0,,,,,
795,819254,1590,0.017577648429960853,1.0,1.0,,,,,
796,820280,1592,0.018101725948066336,1.0,1.0,,,,,
797,821306,1594,0.01754032306984922,1.0,1.0,,,,,
798,822332,1596,0.017637991109465505,1.0,1.0,,,,,
799,823358,1598,0.01781744931812778,1.0,1.0,,,,,
800,824384,1600,0.017912489184279623,1.0,1.0,,,,,
801,825410,1602,0.017756591694333038,1.0,1.0,0.017954087918796376,1.0,1.0,,
802,826436,1604,0.01787849603966474,1.0,1.0,,,,,
803,827462,1606,0.018216121605354876,1.0,1.0,,,,,
804,828488,1608,0.01798651148068918,1.0,1.0,,,,,
805,829530,1610,0.017798120551129802,1.0,1.0,,,,,
806,830572,1612,0.017684463631215196,1.0,1.0,,,,,
807,831598,1614,0.01796129526151217,1.0,1.0,,,,,
808,832624,1616,0.017851491495646164,1.0,1.0,,,,,
809,833650,1618,0.01789579180411143,1.0,1.0,0.017634657688115833,1.0,1.0,,
810,834692,1620,0.01755254178101952,1.0,1.0,,,,,
811,835718,1622,0.01778942536328518,1.0,1.0,,,,,
812,836744,1624,0.017904141104585547,1.0,1.0,,,,,
813,837770,1626,0.01789951439394107,1.0,1.0,,,,,
814,838796,1628,0.01759600122163978,1.0,1.0,,,,,
815,839838,1630,0.017400394189200755,1.0,1.0,,,,,
816,840864,1632,0.01765167108373416,1.0,1.0,,,,,
817,841890,1634,0.017642802100194838,1.0,1.0,0.017718390058075045,1.0,1.0,,
818,842916,1636,0.01767638691238805,1.0,1.0,,,,,
819,843942,1638,0.017583369753866828,1.0,1.0,,,,,
820,844984,1640,0.01750230841532363,1.0,1.0,,,,,
821,846010,1642,0.017621457286958256,1.0,1.0,,,,,
822,847036,1644,0.017646808069086726,1.0,1.0,,,,,
823,848062,1646,0.01763347442395554,1.0,1.0,,,,,
824,849088,1648,0.017574033071363872,1.0,1.0,,,,,
825,850114,1650,0.017543094709523623,1.0,1.0,0.017902745082142908,1.0,1.0,,
826,851140,1652,0.01780409033195814,1.0,1.0,,,,,
827,852166,1654,0.01755976552000004,1.0,1.0,,,,,
828,853192,1656,0.017438536272194088,1.0,1.0,,,,,
829,854234,1658,0.017312598939802564,1.0,1.0,,,,,
830,855260,1660,0.017623278328163006,1.0,1.0,,,,,
831,856286,1662,0.017539367903645624,1.0,1.0,,,,,
832,857312,1664,0.017510073311390584,1.0,1.0,,,,,
833,858354,1666,0.017290774537973307,1.0,1.0,0.017473089744035778,1.0,1.0,,
834,859380,1668,0.01758771625202441,1.0,1.0,,,,,
835,860422,1670,0.01722857391930522,1.0,1.0,,,,,
836,861448,1672,0.01758266051687604,1.0,1.0,,,,,
837,862490,1674,0.017310224309009123,1.0,1.0,,,,,
838,863516,1676,0.017486971459789186,1.0,1.0,,,,,
839,864542,1678,0.017435060235827447,1.0,1.0,,,,,
840,865568,1680,0.017506489218696603,1.0,1.0,,,,,
841,866594,1682,0.017397732170660905,1.0,1.0,0.01727237351465781,1.0,1.0,,
842,867620,1684,0.017494490022491094,1.0,1.0,,,,,
843,868646,1686,0.017476298107802303,1.0,1.0,,,,,
844,869688,1688,0.017305152220411808,1.0,1.0,,,,,
845,870714,1690,0.017570769672230674,1.0,1.0,,,,,
846,871740,1692,0.01764436066866773,1.0,1.0,,,,,
847,872766,1694,0.017660687855342427,1.0,1.0,,,,,
848,873792,1696,0.017602054192941242,1.0,1.0,,,,,
849,874818,1698,0.01758525055191008,1.0,1.0,0.017353407661447957,1.0,1.0,,
850,875860,1700,0.0173632647906851,1.0,1.0,,,,,
851,876886,1702,0.01748529839671483,1.0,1.0,,,,,
852,877912,1704,0.017442561034743367,1.0,1.0,,,,,
853,878938,1706,0.018050170060763267,1.0,1.0,,,,,
854,879964,1708,0.017610234756525452,1.0,1.0,,,,,
855,880990,1710,0.017588466044212263,1.0,1.0,,,,,
856,882032,1712,0.01746831103636953,1.0,1.0,,,,,
857,883058,1714,0.017725920217606158,1.0,1.0,0.017711787228948856,1.0,1.0,,
858,884084,1716,0.0178759943869576,1.0,1.0,,,,,
859,885110,1718,0.017812261493917618,1.0,1.0,,,,,
860,886136,1720,0.017870762346584176,1.0,1.0,,,,,
861,887178,1722,0.017590381691555735,1.0,1.0,,,,,
862,888204,1724,0.01775051739833937,1.0,1.0,,,,,
863,889230,1726,0.017714869091657443,1.0,1.0,,,,,
864,890256,1728,0.01771942375088521,1.0,1.0,,,,,
865,891282,1730,0.01767764081054063,1.0,1.0,0.01747131615486851,1.0,1.0,,
866,892324,1732,0.01775899194638298,1.0,1.0,,,,,
867,893350,1734,0.017758387703820933,1.0,1.0,,,,,
868,894392,1736,0.0173685294200567,1.0,1.0,,,,,
869,895418,1738,0.017666178341738933,1.0,1.0,,,,,
870,896444,1740,0.017640217251137867,1.0,1.0,,,,,
871,897470,1742,0.017620658331907246,1.0,1.0,,,,,
872,898496,1744,0.017655556610958082,1.0,1.0,,,,,
873,899522,1746,0.017720089547994262,1.0,1.0,0.01761435543262653,1.0,1.0,,
874,900548,1748,0.017609115446297556,1.0,1.0,,,,,
875,901590,1750,0.01744073843161233,1.0,1.0,,,,,
876,902616,1752,0.017603093850822323,1.0,1.0,,,,,
877,903642,1754,0.0176205774284665,1.0,1.0,,,,,
878,904684,1756,0.0174981786714708,1.0,1.0,,,,,
879,905710,1758,0.017550236061364896,1.0,1.0,,,,,
